timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,1.302306,103.799731,14.330933,0.000000,54.140625,1501240898.999926,
1501240900.127436,2.969720,-1.481862,1.151067,0.562669,-0.647610,0.465095,0.015190,0.996048,0.087509,0.328499,-0.428482,-0.351837,28.433104,0.061602,-32.017181,,,,,,,
,,,,,,,,,,,,,,,,1.302309,103.799734,14.308350,0.940000,35.507812,1501240899.999927,
1501240901.127269,2.989949,-1.220943,1.535263,0.621440,2.740226,-0.073871,0.051779,0.939423,0.338827,0.216547,0.929306,-0.042730,13.461358,10.944177,-39.147949,,,,,,,
,,,,,,,,,,,,,,,,1.302321,103.799736,13.897949,1.150000,1.757812,1501240900.999927,
1501240902.127106,-3.035091,-1.129250,2.042523,2.684336,0.884659,0.073965,-0.045426,0.904092,0.424917,0.245072,-0.588830,-0.077764,4.271991,16.560965,-39.255951,,,,,,,
,,,,,,,,,,,,,,,,1.302333,103.799738,13.713013,1.140000,17.226562,1501240901.999927,
1501240903.126938,-2.963701,-1.154816,1.681427,-3.029963,-4.146523,-2.632560,-0.071505,0.914721,0.397710,-0.409406,0.592054,-0.247152,22.598719,13.056311,-33.946659,,,,,,,
,,,,,,,,,,,,,,,,1.302345,103.799740,13.938232,1.150000,17.929688,1501240902.999926,
1501240904.126765,0.980276,-1.397034,-0.795599,-0.901858,-0.690804,-0.775387,0.143611,0.984941,-0.096264,-0.376032,0.352690,0.064769,26.273235,-10.115428,-32.263607,,,,,,,
,,,,,,,,,,,,,,,,1.302358,103.799742,14.062439,1.190000,27.773438,1501240903.999927,
1501240905.126584,2.306280,-1.376659,1.173667,0.713570,-0.397898,-1.602887,0.143051,0.981215,0.129439,-0.304703,0.300325,0.134874,2.000492,3.158304,-42.656403,,,,,,,
,,,,,,,,,,,,,,,,1.302372,103.799743,14.425537,1.310000,4.921875,1501240904.999926,
1501240906.126408,2.641679,-1.385201,0.998241,0.642890,-0.654543,0.032670,0.088455,0.982827,0.161949,0.139633,-0.007561,-0.120796,22.412674,1.616655,-36.450016,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.380493,1.310000,4.921875,1501240905.999926,
1501240907.126242,1.500476,-1.445967,-0.091853,0.065353,0.089993,-0.003260,0.124198,0.992219,-0.008748,-0.001334,0.035323,-0.010585,24.075132,-5.004819,-36.891457,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.336609,0.000000,4.921875,1501240906.999926,
1501240908.126066,1.465772,-1.474707,-0.143034,0.021166,0.019970,0.021136,0.095413,0.995387,-0.010058,0.009598,0.035527,0.004900,24.849508,-4.451281,-36.446232,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.450012,0.000000,4.921875,1501240907.999926,
1501240909.125919,1.517163,-1.460513,-0.016258,0.048909,-0.140989,0.050744,0.109902,0.993925,-0.005900,0.002037,0.043230,0.012568,22.075212,-4.341743,-38.203064,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.457275,0.000000,4.921875,1501240908.999927,
1501240910.125729,1.174207,-1.461126,-0.144867,0.062644,0.012265,0.005152,0.100956,0.993992,-0.042278,-0.000095,0.034664,0.003429,13.342603,-4.816474,-42.004959,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.448853,0.000000,4.921875,1501240909.999926,
1501240911.125582,1.567150,-1.475026,0.088273,-0.006977,0.158548,0.028681,0.095623,0.995418,-0.000349,0.000050,0.024251,0.016554,19.922850,-3.636355,-39.439785,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.691895,0.000000,4.921875,1501240910.999926,
1501240912.125390,1.395125,-1.472012,-0.115553,0.006909,-0.043833,-0.000131,0.097106,0.995125,-0.017236,0.009736,0.033211,-0.004584,21.163071,-4.434739,-38.705261,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.618347,0.000000,4.921875,1501240911.999927,
1501240913.125237,1.536288,-1.474352,0.037717,-0.007833,-0.008601,-0.004329,0.096238,0.995353,-0.003322,0.000671,0.037576,0.005077,20.720917,-3.851429,-39.005772,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.569458,0.000000,4.921875,1501240912.999927,
1501240914.125064,1.309688,-1.472360,-0.153952,0.035830,-0.023661,0.003101,0.094946,0.995159,-0.025370,0.003687,0.034412,-0.004491,19.313471,-4.550201,-39.647514,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.525391,0.000000,4.921875,1501240913.999927,
1501240915.124889,1.453948,-1.476449,-0.080303,-0.004422,0.059531,0.032085,0.093565,0.995553,-0.010983,-0.013990,0.036491,0.002606,22.071426,-4.211136,-38.219868,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.494141,0.000000,4.921875,1501240914.999926,
1501240916.124733,1.573010,-1.476585,0.045478,0.008133,0.026798,0.004493,0.094072,0.995565,0.000208,-0.005342,0.034876,0.000402,21.827042,-3.764707,-38.406338,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.474243,0.000000,4.921875,1501240915.999926,
1501240917.124562,1.357602,-1.472491,-0.147154,-0.007196,-0.006399,-0.000655,0.095925,0.995172,-0.020766,0.007270,0.037573,-0.007050,20.926939,-4.530621,-38.822369,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.462646,0.000000,4.921875,1501240916.999927,
1501240918.124381,1.512811,-1.442579,-0.116771,-0.004181,0.088447,0.030250,0.127651,0.991791,-0.007410,0.001545,0.040557,-0.001730,25.438154,-5.255695,-35.929344,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.452698,0.000000,4.921875,1501240917.999927,
1501240919.124189,1.325264,-1.462954,-0.174831,-0.005953,-0.247744,-0.029381,0.104406,0.994191,-0.026163,0.021983,0.037258,-0.009909,20.841055,-4.901338,-38.823540,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.581055,0.000000,4.921875,1501240918.999927,
1501240920.124055,1.132240,-1.471512,-0.100835,0.029947,-0.422376,0.062930,0.089741,0.995075,-0.042090,0.012630,0.022610,-0.002603,9.826062,-4.396196,-43.008858,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.522888,0.000000,4.921875,1501240919.999926,
1501240921.123885,1.079070,-1.459452,-0.152332,0.093484,-0.196793,-0.116542,0.097950,0.993808,-0.052463,-0.021290,0.064176,-0.045178,9.650129,-4.912692,-42.992794,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.491699,0.000000,4.921875,1501240920.999926,
1501240922.123710,1.101052,-1.469685,-0.069336,-0.075406,-0.006121,0.008097,0.090005,0.994893,-0.045691,0.024191,0.021251,0.023611,7.003378,-4.390434,-43.558197,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.473083,0.000000,4.921875,1501240921.999926,
1501240923.123536,1.171145,-1.465655,-0.038108,0.043681,0.044374,0.147082,0.096678,0.994478,-0.040835,0.003893,0.009932,0.016589,8.672322,-4.296661,-43.266262,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.459839,0.000000,4.921875,1501240922.999926,
1501240924.123361,1.165146,-1.454464,0.146288,-0.046143,0.144077,0.059128,0.106651,0.993241,-0.045803,-0.042610,0.025909,0.002636,0.281150,-3.791582,-44.172215,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.449524,0.000000,4.921875,1501240923.999927,
1501240925.123155,0.852244,-1.458009,-0.006263,0.022379,0.018122,0.044077,0.084722,0.993646,-0.074090,-0.055440,0.053809,-0.048423,-6.735497,-4.380586,-43.601418,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.444153,0.000000,4.921875,1501240924.999926,
1501240926.122995,0.761970,-1.454310,-0.286314,0.009509,-0.013666,0.003713,0.080234,0.993223,-0.084085,-0.071461,0.051012,-0.058249,1.619027,-5.560619,-43.955639,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.440613,0.000000,4.921875,1501240925.999926,
1501240927.122833,0.721478,-1.473722,-0.311893,0.010450,-0.026403,0.010030,0.064016,0.995292,-0.072772,-0.001104,0.030877,-0.011136,1.039884,-4.980029,-44.042683,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.435913,0.000000,4.921875,1501240926.999927,
1501240928.122634,1.101970,-1.465441,-0.114908,-0.041455,0.405182,-0.013046,0.093813,0.994455,-0.047516,-0.009966,0.039679,-0.018509,8.834952,-4.639801,-43.197865,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.433716,0.000000,4.921875,1501240927.999926,
1501240929.122457,1.669797,-1.444448,0.002005,0.085504,0.488534,0.072798,0.125395,0.992029,0.012455,0.016115,0.038886,-0.007298,26.687538,-4.606450,-35.102646,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.430603,0.000000,4.921875,1501240928.999927,
1501240930.122328,1.588051,-1.441012,-0.178871,0.000266,-0.117854,0.017359,0.129401,0.991590,0.002233,0.007776,0.028933,-0.007452,30.124763,-5.559650,-32.050407,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.430420,0.000000,4.921875,1501240929.999927,
1501240931.122153,1.523299,-1.435460,-0.154109,-0.031273,-0.063358,-0.022905,0.134772,0.990856,-0.006406,0.010202,0.033756,0.001706,27.113274,-5.639525,-34.622334,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.427979,0.000000,4.921875,1501240930.999926,
1501240932.121954,1.744097,-1.448970,0.115773,-0.003789,-0.079519,0.006757,0.119705,0.992588,0.020955,-0.019577,0.030269,0.016871,25.538967,-4.027691,-36.016365,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.423340,0.000000,4.921875,1501240931.999927,
1501240933.121808,3.064037,-1.228772,1.667741,-0.871985,-1.097449,-0.487439,0.025986,0.942078,0.334386,0.003616,0.084137,-0.123968,17.264893,11.443171,-39.199711,,,,,,,
,,,,,,,,,,,,,,,,1.302382,103.799742,14.420349,0.000000,4.921875,1501240932.999927,
1501240934.121631,0.593235,-1.403083,-1.117238,0.428255,0.524591,0.535261,0.093320,0.985969,-0.138406,-0.015943,0.053734,0.244256,23.167704,-9.739367,-33.334602,,,,,,,
,,,,,,,,,,,,,,,,1.302393,103.799746,14.565247,0.250000,356.132812,1501240933.999925,
1501240935.121484,-2.976220,-1.446781,1.733804,1.349271,-0.652970,-0.621229,-0.020363,0.992320,0.122010,-0.119941,0.804845,-0.317032,19.329739,2.049700,-36.945274,,,,,,,
,,,,,,,,,,,,,,,,1.302400,103.799746,14.574890,0.860000,339.609375,1501240934.999926,
1501240936.121312,3.068095,-1.178049,1.934533,-0.273282,3.028672,0.931554,0.028104,0.923861,0.381695,-0.049253,0.806135,-0.049206,1.064112,12.746997,-39.738834,,,,,,,
,,,,,,,,,,,,,,,,1.302417,103.799742,15.485779,0.860000,348.046875,1501240935.999927,
1501240937.121118,-2.999160,-1.084765,2.219005,2.324628,1.445889,0.201467,-0.066308,0.884194,0.462391,0.286218,-0.601723,-0.191532,-2.464953,17.532433,-37.806496,,,,,,,
,,,,,,,,,,,,,,,,1.302431,103.799737,15.551758,1.530000,350.156250,1501240936.999927,
1501240938.120954,-2.777583,-1.181859,1.961507,-3.005622,-4.995450,-1.766098,-0.135006,0.925313,0.354358,-0.271473,0.342006,-0.461475,19.420010,11.332376,-35.174332,,,,,,,
,,,,,,,,,,,,,,,,1.302443,103.799737,15.561646,1.530000,16.875000,1501240937.999925,
1501240939.120791,1.050007,-1.491512,-0.546461,0.315747,0.337630,0.378073,0.068701,0.996859,-0.039408,-0.131583,0.229338,-0.092932,19.617496,-5.991346,-36.360016,,,,,,,
,,,,,,,,,,,,,,,,1.302450,103.799734,15.677551,1.230000,13.007812,1501240938.999926,
1501240940.120625,2.881711,-1.409024,1.533058,0.430178,-0.428748,0.598410,0.041389,0.986943,0.155659,0.089577,-0.021260,-0.060643,10.572115,2.829260,-40.286709,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.621887,1.230000,23.554688,1501240939.999927,
1501240941.120453,1.668077,-1.438882,0.108718,0.062437,0.516910,-0.012242,0.130910,0.991312,0.012775,-0.018484,0.042380,0.007687,17.966105,-5.207565,-37.321487,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.621216,0.000000,23.554688,1501240940.999926,
1501240942.120257,1.559232,-1.481107,0.211204,-0.014676,-0.575114,-0.095559,0.089563,0.995981,-0.001036,0.017676,0.031928,-0.016619,10.177659,-4.243141,-40.264179,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.609131,0.000000,23.554688,1501240941.999926,
1501240943.120104,0.954139,-1.463767,0.072208,0.120739,-0.358787,-0.075429,0.087150,0.994278,-0.061778,-0.057578,0.133499,-0.088643,-9.033446,-4.956958,-40.455143,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.824219,0.000000,23.554688,1501240942.999926,
1501240944.119930,1.309120,-1.385305,0.374367,-0.007676,-0.369832,0.071338,0.178151,0.982846,-0.047712,0.088283,0.035343,0.035688,-7.168171,-4.101537,-40.921730,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.703796,0.000000,23.554688,1501240943.999926,
1501240945.119744,1.149833,-1.413845,0.123857,0.025825,0.215526,-0.053657,0.142662,0.987708,-0.063874,-0.068717,0.041085,-0.004898,-3.564005,-5.477418,-41.232136,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.810913,0.000000,23.554688,1501240944.999927,
1501240946.119573,1.458013,-1.404397,0.283328,0.024694,0.052532,0.017321,0.164580,0.986188,-0.018641,0.019991,0.024844,0.002650,2.610500,-4.541602,-41.416809,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,15.794312,0.000000,23.554688,1501240945.999927,
1501240947.119400,1.174598,-1.424482,0.098070,-0.042734,-0.018488,0.000309,0.134499,0.989315,-0.056263,-0.001701,0.039463,-0.005870,-1.364805,-5.514901,-41.358391,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,16.002136,0.000000,23.554688,1501240946.999926,
1501240948.119210,1.313271,-1.422006,0.211304,0.006230,-0.032700,-0.005068,0.143354,0.988951,-0.037756,-0.011609,0.034532,-0.003077,-0.309915,-4.854861,-41.462368,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,16.270081,0.000000,23.554688,1501240947.999926,
1501240949.119028,1.344408,-1.426952,0.258262,-0.006563,-0.046700,-0.008284,0.139691,0.989672,-0.032176,0.005679,0.034071,0.006480,-0.918503,-4.545749,-41.488380,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,16.501709,0.000000,23.554688,1501240948.999927,
1501240950.118869,1.288437,-1.425016,0.221664,-0.035074,-0.046475,-0.012492,0.139512,0.989393,-0.040474,0.001830,0.040316,0.009270,-1.740203,-4.791868,-41.434322,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,16.989075,0.000000,23.554688,1501240949.999926,
1501240951.118697,1.237611,-1.414639,0.074561,0.040470,0.123930,0.022535,0.146971,0.987832,-0.050865,0.026537,0.030417,0.001014,2.118390,-5.762096,-41.292904,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.004395,0.000000,25.312500,1501240950.999926,
1501240952.118534,1.297943,-1.404240,0.038748,-0.066151,-0.115870,-0.026283,0.159654,0.986162,-0.044676,-0.024568,0.056014,-0.000108,6.068255,-6.184100,-40.837807,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.159546,0.000000,30.234375,1501240951.999926,
1501240953.118355,1.258563,-1.407448,0.052915,-0.017152,0.083096,0.007719,0.154760,0.986688,-0.049955,0.018381,0.033011,0.001615,3.820733,-6.021274,-41.133194,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.206299,0.000000,30.234375,1501240952.999926,
1501240954.118190,1.279558,-1.415528,0.074785,-0.032412,-0.006987,-0.016783,0.148133,0.987970,-0.044405,-0.017579,0.041540,-0.003859,3.868282,-5.761450,-41.165947,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.229248,0.000000,30.234375,1501240953.999927,
1501240955.118022,1.328409,-1.428678,0.190497,-0.002687,-0.037821,-0.006222,0.137500,0.989918,-0.033997,0.013227,0.032115,0.001236,1.225901,-4.911888,-41.438675,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.235413,0.000000,30.234375,1501240954.999926,
1501240956.117846,1.316643,-1.414758,0.119022,0.012845,0.073954,0.007625,0.150414,0.987851,-0.039073,-0.001289,0.039829,0.007106,3.548480,-5.502086,-41.230186,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.245728,0.000000,30.234375,1501240955.999926,
1501240957.117677,1.354149,-1.425061,0.190091,-0.008067,-0.044562,-0.004210,0.141825,0.989399,-0.031216,-0.003397,0.037731,0.002591,2.274099,-4.955727,-41.389160,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.249268,0.000000,30.234375,1501240956.999926,
1501240958.117472,1.301682,-1.420461,0.106375,0.006149,0.033281,0.003138,0.144379,0.988721,-0.039820,0.007171,0.036838,-0.004873,3.499194,-5.489641,-41.236065,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.254395,0.000000,30.234375,1501240957.999926,
1501240959.117328,1.328084,-1.423687,0.133997,-0.022848,0.005459,-0.007425,0.142283,0.989199,-0.035228,0.005376,0.037107,-0.001469,3.483864,-5.295841,-41.262695,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.162170,0.000000,30.234375,1501240958.999928,
1501240960.117167,1.412695,-1.431557,0.258766,-0.013765,-0.049730,0.001118,0.137059,0.990322,-0.021852,0.011592,0.031056,-0.002578,1.908031,-4.494785,-41.460217,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.197327,0.000000,30.234375,1501240959.999927,
1501240961.116990,1.360233,-1.427387,0.207981,0.015252,-0.005279,0.005380,0.139762,0.989734,-0.029871,0.004190,0.032208,-0.001592,1.796170,-4.815149,-41.429237,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.219055,0.000000,30.234375,1501240960.999926,
1501240962.116817,0.934316,-1.452272,-0.225429,0.068015,-0.247363,-0.263448,0.095094,0.992984,-0.070283,-0.195054,0.081677,0.006928,2.297984,-6.410495,-41.187595,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.231079,0.000000,30.234375,1501240961.999927,
1501240963.116642,-3.135499,-1.103746,2.103115,1.546054,0.080124,-0.074311,-0.002744,0.892900,0.450246,0.223813,-0.582186,-0.164296,-2.143975,16.073938,-38.468494,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799735,17.265625,0.000000,34.101562,1501240962.999926,
1501240964.116444,-3.033781,-1.125683,1.856602,-2.883960,-2.687767,-2.317469,-0.046330,0.902562,0.428061,-0.309902,0.406795,-0.115454,13.983804,12.507719,-37.293480,,,,,,,
,,,,,,,,,,,,,,,,1.302459,103.799721,17.272095,1.190000,46.054688,1501240963.999927,
1501240965.116304,-3.070903,-1.475237,1.768324,-2.291704,-0.270240,-1.773343,-0.006739,0.995438,0.095176,0.281443,0.615997,-0.185660,14.450360,-0.629623,-39.160999,,,,,,,
,,,,,,,,,,,,,,,,1.302474,103.799721,17.658081,1.410000,48.867188,1501240964.999926,
1501240966.116131,0.897612,-1.328492,-0.636250,-0.433211,-0.349977,-0.322196,0.187595,0.970788,-0.149598,-0.581516,0.507942,0.278153,16.242857,-12.244780,-36.455841,,,,,,,
,,,,,,,,,,,,,,,,1.302493,103.799716,17.868164,1.410000,30.937500,1501240965.999927,
1501240967.115957,0.753413,-1.434580,-0.640922,0.528991,1.133400,1.201183,0.092902,0.990737,-0.099043,-0.301581,-0.085448,0.314177,11.162017,-7.513488,-39.518986,,,,,,,
,,,,,,,,,,,,,,,,1.302510,103.799714,18.069458,1.650000,29.179688,1501240966.999926,
1501240968.115786,2.986250,-1.336784,2.314418,1.577056,0.043335,0.469404,0.035876,0.972744,0.229090,0.626889,-0.470486,-0.744913,-17.078499,6.366518,-37.557762,,,,,,,
,,,,,,,,,,,,,,,,1.302523,103.799710,17.884949,1.650000,40.078125,1501240967.999926,
1501240969.115615,1.489674,-1.426086,0.297828,0.099740,0.070377,0.000101,0.143731,0.989548,-0.011685,0.040442,0.039597,-0.050570,3.442555,-4.289188,-41.382908,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.826416,0.460000,40.078125,1501240968.999926,
1501240970.115453,1.596584,-1.440016,0.375786,-0.003514,0.087982,0.021487,0.130364,0.991460,0.003362,0.000587,0.027888,0.010767,4.684976,-3.809874,-41.307739,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.783569,0.000000,40.078125,1501240969.999927,
1501240971.115266,1.507213,-1.434504,0.274151,-0.007138,-0.005734,-0.008302,0.135597,0.990727,-0.008633,0.004952,0.037090,-0.008106,5.188796,-4.378661,-41.190983,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.797058,0.000000,40.078125,1501240970.999926,
1501240972.115113,1.589596,-1.440697,0.354249,0.007688,-0.016524,-0.000901,0.129710,0.991549,0.002439,0.003041,0.034696,-0.003873,5.344407,-3.897160,-41.219448,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.812195,0.000000,40.078125,1501240971.999927,
1501240973.114938,1.534959,-1.438568,0.299873,0.014342,0.005528,0.006652,0.131758,0.991271,-0.004724,0.009675,0.030595,-0.001715,5.295234,-4.201825,-41.195854,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.828552,0.000000,40.078125,1501240972.999926,
1501240974.114767,1.531295,-1.439314,0.306178,-0.010265,-0.011444,-0.007055,0.131001,0.991369,-0.005177,0.005550,0.034754,0.000844,4.892988,-4.177673,-41.248013,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.831726,0.000000,40.078125,1501240973.999926,
1501240975.114585,1.610101,-1.442672,0.387708,0.007347,-0.072066,-0.013487,0.127675,0.991803,0.005021,0.001735,0.037494,0.005279,4.833707,-3.726213,-41.298233,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.735840,0.000000,40.078125,1501240974.999957,
1501240976.114406,1.746561,-1.450600,0.524661,-0.039763,0.062631,-0.007914,0.118060,0.992785,0.020967,-0.003756,0.037275,0.002516,4.805938,-3.060665,-41.356117,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.783264,0.000000,40.078125,1501240975.999925,
1501240977.114242,1.751259,-1.442696,0.507586,0.045009,0.161954,0.050680,0.125676,0.991806,0.022929,-0.016118,0.039245,-0.000773,5.711721,-3.075350,-41.239685,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.813782,0.000000,40.078125,1501240976.999926,
1501240978.114055,1.421182,-1.437437,0.190500,0.017497,-0.048425,-0.008783,0.131479,0.991121,-0.019819,-0.018045,0.038359,-0.002382,5.084564,-4.807815,-41.156113,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.846069,0.000000,40.078125,1501240977.999926,
1501240979.113905,1.522999,-1.437931,0.350972,-0.039179,0.098025,0.005293,0.132324,0.991186,-0.006330,-0.008422,0.034067,0.015912,2.640632,-3.978598,-41.472778,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.861694,0.000000,40.078125,1501240978.999926,
1501240980.113759,1.751797,-1.439153,0.498545,0.013859,0.054264,0.016910,0.129119,0.991348,0.023629,0.002031,0.031647,0.004005,6.113505,-3.125859,-41.178238,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.864868,0.000000,40.078125,1501240979.999926,
1501240981.113575,1.733782,-1.439911,0.481172,0.004072,-0.005106,0.001028,0.128782,0.991447,0.021178,0.000567,0.036813,0.004427,6.093076,-3.228383,-41.173355,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.879639,0.000000,40.078125,1501240981.000607,
1501240982.113417,1.680213,-1.439730,0.432602,0.004164,-0.002769,0.003218,0.129910,0.991423,0.014271,0.005924,0.035249,0.001583,5.870322,-3.486953,-41.184631,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.886963,0.000000,40.078125,1501240981.999926,
1501240983.113246,1.675904,-1.445548,0.432128,-0.020277,0.003213,-0.011536,0.124232,0.992167,0.013106,-0.000330,0.035940,0.000688,5.726300,-3.493486,-41.204350,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.889282,0.000000,40.078125,1501240982.999927,
1501240984.113081,1.801728,-1.445290,0.550668,-0.002421,0.002532,0.002372,0.121854,0.992134,0.028651,0.002749,0.033134,0.002736,6.072712,-2.872010,-41.202751,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.893982,0.000000,40.078125,1501240983.999926,
1501240985.112878,1.746620,-1.449770,0.513290,0.003097,-0.006970,0.004663,0.118870,0.992685,0.021118,-0.002171,0.035940,-0.003113,5.346485,-3.064383,-41.289440,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.897095,0.000000,40.078125,1501240984.999926,
1501240986.112708,1.738175,-1.446467,0.494680,-0.003053,-0.000190,-0.003706,0.122277,0.992281,0.020660,0.002266,0.033552,0.000092,5.743456,-3.159974,-41.228878,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.898193,0.000000,40.078125,1501240985.999926,
1501240987.112549,1.735418,-1.444396,0.493354,-0.002091,0.005331,0.009047,0.124359,0.992022,0.020659,0.004120,0.035596,0.001313,5.676446,-3.164407,-41.237816,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.899658,0.000000,40.078125,1501240986.999927,
1501240988.112365,1.313342,-1.457526,0.180071,0.035148,-0.201392,-0.032578,0.109303,0.993592,-0.028779,-0.008977,0.046661,-0.002837,1.222699,-4.617759,-41.472576,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.903748,0.000000,40.078125,1501240987.999926,
1501240989.112176,1.398468,-1.456428,0.279481,-0.042797,0.216442,0.063276,0.112428,0.993467,-0.019569,0.014799,0.033678,-0.001397,0.471333,-4.204237,-41.531864,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.905945,0.000000,40.078125,1501240988.999926,
1501240990.112047,3.113956,-1.264693,2.018755,-0.564587,-0.432989,-0.490694,0.008327,0.953515,0.301230,0.094639,0.034369,0.043985,0.126896,9.289840,-40.699829,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,17.907288,0.000000,40.078125,1501240989.999927,
1501240991.111881,2.914280,-1.440984,1.949193,1.099285,0.730260,-0.022127,0.029173,0.991586,0.126118,-0.207227,0.566779,-0.351491,-12.047363,2.741595,-37.913769,,,,,,,
,,,,,,,,,,,,,,,,1.302530,103.799707,18.207397,0.000000,34.101562,1501240990.999926,
1501240992.111693,3.133887,-1.188706,2.169513,1.109562,0.353116,0.432204,0.002873,0.927887,0.372850,0.057353,-0.288910,0.185545,-7.559692,14.239075,-36.678761,,,,,,,
,,,,,,,,,,,,,,,,1.302549,103.799679,17.780640,1.170000,337.851562,1501240991.999926,
1501240993.111518,-2.996935,-1.117694,2.102901,-2.997676,-3.877421,-2.299703,-0.063104,0.899094,0.433184,-0.285468,0.270035,-0.303118,1.955665,15.102137,-37.058498,,,,,,,
