timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,1.302172,103.798971,24.417786,0.000000,184.570312,1501240437.995020,
1501240438.208704,0.818574,-1.502298,-2.902997,0.027876,-0.005302,0.003774,0.049976,0.997655,-0.046766,0.006451,0.035487,0.000776,24.127359,-3.978930,33.619537,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,24.668945,0.000000,184.570312,1501240438.995020,
1501240439.208539,0.664469,-1.486311,-3.046791,0.021683,-0.015859,0.004806,0.052035,0.996433,-0.066431,0.003126,0.034496,-0.000936,24.472063,-3.407291,33.432667,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,24.897400,0.000000,184.570312,1501240439.995021,
1501240440.208364,0.538400,-1.475968,-3.095160,0.023588,-0.014734,0.006920,0.048552,0.995507,-0.081291,-0.002455,0.034492,0.005195,26.994463,-3.105172,31.462543,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,25.092834,0.000000,184.570312,1501240440.995020,
1501240441.208194,0.524910,-1.477588,-3.097964,-0.018004,-0.005908,-0.008949,0.046642,0.995659,-0.080543,-0.003628,0.038032,0.000846,27.334919,-3.113409,31.166384,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,22.208984,0.000000,184.570312,1501240441.995020,
1501240442.208023,0.513448,-1.490728,-3.106329,-0.006581,-0.003711,-0.001541,0.039286,0.996796,-0.069670,0.003850,0.037231,-0.003710,27.455088,-3.260520,31.045483,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,23.077393,0.000000,184.570312,1501240442.995020,
1501240443.207845,0.579039,-1.495954,-3.042337,0.004125,0.008257,-0.005615,0.040917,0.997201,-0.062584,0.003868,0.035835,-0.004113,27.398800,-3.524973,31.066298,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,23.695984,0.000000,184.570312,1501240443.995020,
1501240444.207684,0.568046,-1.501283,-3.119311,0.028542,-0.100259,-0.046920,0.037367,0.997585,-0.058549,-0.003844,0.027180,-0.007460,25.302574,-3.387310,32.810677,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,24.203918,0.000000,184.570312,1501240444.995020,
1501240445.207506,0.675456,-1.498254,-3.013566,0.002463,0.012761,-0.002147,0.045318,0.997370,-0.056564,0.004136,0.036611,0.000274,25.234426,-3.632475,32.836922,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,24.537598,0.000000,184.570312,1501240445.995021,
1501240446.207330,0.673881,-1.498568,-3.016413,0.014213,0.007374,0.004260,0.045033,0.997393,-0.056391,-0.002293,0.035017,0.000925,25.191534,-3.630172,32.870098,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,24.815125,0.000000,184.570312,1501240446.995020,
1501240447.207168,0.624822,-1.491883,-3.061105,0.008982,-0.010751,0.002296,0.046113,0.996888,-0.063937,0.002899,0.037185,0.001483,25.330645,-3.416676,32.785965,,,,,,,
,,,,,,,,,,,,,,,,1.302172,103.798971,25.093750,0.000000,184.570312,1501240447.995021,
1501240448.206969,0.634349,-1.493550,-3.046464,-0.001900,-0.006424,-0.001898,0.045735,0.997018,-0.062157,-0.000447,0.038825,-0.000740,25.490280,-3.484772,32.654812,,,,,,,
,,,,,,,,,,,,,,,,1.302127,103.798986,22.546204,0.000000,184.570312,1501240448.995020,
1501240449.206814,0.639720,-1.495548,-3.042338,0.006296,-0.004135,-0.000833,0.044879,0.997170,-0.060312,0.003171,0.033164,-0.001623,25.459724,-3.519054,32.674965,,,,,,,
,,,,,,,,,,,,,,,,1.302127,103.798986,23.296692,0.000000,184.570312,1501240449.995020,
1501240450.206656,0.615028,-1.494528,-3.070431,0.004373,0.082287,0.007750,0.043963,0.997093,-0.062232,0.005689,0.034416,0.000755,25.370062,-3.415222,32.755630,,,,,,,
,,,,,,,,,,,,,,,,1.302127,103.798986,23.800415,0.000000,184.570312,1501240450.995020,
1501240451.206481,2.970991,-0.939881,-0.236373,-0.493447,-1.016712,0.106669,0.100148,0.807488,0.581321,0.015941,-0.022820,-0.144813,36.316944,-17.058371,10.877778,,,,,,,
,,,,,,,,,,,,,,,,1.302119,103.798992,24.549438,0.630000,179.648438,1501240451.995021,
1501240452.206305,0.519904,-1.384465,2.700773,-1.129462,-0.684737,-0.699369,0.092034,0.982690,-0.160777,-0.266412,0.456656,0.122553,9.894943,1.438845,40.351639,,,,,,,
,,,,,,,,,,,,,,,,1.302113,103.798994,24.627502,0.630000,157.148438,1501240452.995020,
1501240453.206127,0.619267,-1.394052,2.822638,1.067947,1.039363,0.813793,0.102056,0.984421,-0.143176,-0.210668,0.099960,0.262850,11.383583,-0.189163,39.982658,,,,,,,
,,,,,,,,,,,,,,,,1.302106,103.798997,25.060303,0.640000,169.453125,1501240453.995021,
1501240454.205961,3.121258,-1.557390,-0.693949,0.595630,1.150990,0.089173,0.000273,0.999910,0.013403,0.008639,-0.464540,-0.126562,21.517733,-5.026772,35.212975,,,,,,,
,,,,,,,,,,,,,,,,1.302097,103.799002,22.595459,0.820000,166.640625,1501240454.995020,
1501240455.205765,-2.988816,-1.333715,-0.336372,2.502735,3.777524,1.971759,-0.035743,0.972028,0.232131,-0.018594,-0.424130,-0.205871,28.762608,-10.614411,28.076347,,,,,,,
,,,,,,,,,,,,,,,,1.302091,103.799005,22.655823,0.940000,171.562500,1501240455.995020,
1501240456.205593,3.126442,-1.220591,-0.421955,1.082816,2.535186,1.021647,0.005198,0.939302,0.343051,0.130392,-0.307787,0.500607,30.073349,-14.067833,25.018480,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799013,23.130371,1.380000,149.765625,1501240456.995020,
1501240457.205430,-3.121435,-1.113255,-0.819458,-0.029970,-2.270584,-0.136779,-0.008904,0.897141,0.441654,0.386406,-0.434220,-0.380848,14.256634,-20.743053,33.086384,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,22.692932,0.940000,144.843750,1501240457.995020,
1501240458.205248,1.967575,-1.502832,-1.844163,-0.036290,0.055966,-0.164263,0.062636,0.997691,0.026244,0.049486,0.007787,-0.012283,20.887539,-6.609704,35.330685,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.776428,0.000000,171.562500,1501240458.995021,
1501240459.205071,1.964870,-1.487871,-1.900521,0.008571,-0.031671,-0.028392,0.076481,0.996564,0.031803,0.006618,0.034305,-0.005131,18.854382,-6.968388,36.389400,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.849854,0.000000,138.515625,1501240459.995021,
1501240460.204889,1.914393,-1.499120,-1.944383,-0.007514,-0.033725,-0.009250,0.067429,0.997432,0.024126,0.001311,0.037022,-0.005754,19.138359,-6.533661,36.321751,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,20.440735,0.000000,138.515625,1501240460.995021,
1501240461.204685,2.002328,-1.498408,-1.856252,0.018915,-0.033915,0.003582,0.065694,0.997381,0.030251,0.001047,0.037470,0.003090,19.172853,-6.712939,36.270828,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,20.900879,0.000000,138.515625,1501240461.995020,
1501240462.204529,2.002383,-1.501767,-1.836118,-0.013036,-0.027337,0.000814,0.062650,0.997618,0.028853,0.003283,0.035218,0.001741,19.920938,-6.632898,35.880295,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.277100,0.000000,138.515625,1501240462.995021,
1501240463.204347,2.173819,-1.498929,-1.642306,-0.003551,-0.020650,0.004234,0.059141,0.997419,0.040723,0.008105,0.032366,-0.002759,20.724510,-7.015413,35.348457,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.570801,0.000000,138.515625,1501240463.995021,
1501240464.204193,1.505077,-1.502460,-2.189137,0.020253,-0.342212,-0.009695,0.068136,0.997666,-0.004484,-0.000723,0.040084,0.003981,24.834995,-5.902541,32.811855,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.807434,0.000000,138.515625,1501240464.995020,
1501240465.204013,1.053576,-1.499433,-2.374684,0.029297,-0.437975,-0.020314,0.061976,0.997455,-0.035257,0.033193,0.011304,-0.020438,32.599617,-5.494655,25.205328,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.984924,0.000000,138.515625,1501240465.995021,
1501240466.203829,0.501593,-1.472783,-2.670215,0.038509,-0.466700,0.033877,0.047052,0.995201,-0.085803,-0.002481,0.030816,-0.014112,40.442162,-2.406847,20.867910,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.055908,0.000000,138.515625,1501240466.995020,
1501240467.203624,0.522125,-1.463638,-2.264148,-0.077860,0.251741,-0.001604,0.053340,0.994264,-0.092703,0.010487,0.007414,-0.014795,45.218674,-4.322369,3.663314,,,,,,,
,,,,,,,,,,,,,,,,1.302084,103.799019,21.527100,0.000000,138.515625,1501240467.995020,
1501240468.203467,1.384050,-1.482081,-1.979669,-0.029254,0.768984,0.011357,0.087058,0.996067,-0.016449,-0.069892,0.035656,-0.023727,35.961071,-4.910740,27.559345,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799020,22.025269,0.420000,294.960938,1501240468.995020,
1501240469.203282,1.652320,-1.468562,-2.135687,0.070061,0.050779,0.023544,0.101718,0.994779,0.008311,0.008725,0.043551,-0.009699,21.260096,-4.793597,40.023254,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799020,22.166565,0.420000,294.960938,1501240469.995020,
1501240470.203100,1.755822,-1.494750,-1.934509,0.065914,-0.138677,-0.003072,0.074676,0.997110,0.013977,0.026017,0.012976,-0.024414,25.078188,-4.682421,37.762295,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.296631,0.210000,294.960938,1501240470.995021,
1501240471.202903,1.507727,-1.493462,-2.135890,-0.026167,-0.023096,-0.000737,0.077104,0.997011,-0.004869,-0.000016,0.036573,0.007067,26.873791,-4.129470,36.572914,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.421631,0.000000,294.960938,1501240471.995021,
1501240472.202735,1.762615,-1.492475,-1.895531,-0.008943,0.008776,-0.009239,0.076807,0.996934,0.014916,-0.002359,0.035674,0.002204,26.321062,-4.819208,36.889133,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.499023,0.000000,294.960938,1501240472.995020,
1501240473.202536,1.835618,-1.495556,-1.813556,-0.000535,-0.015845,0.003463,0.072549,0.997171,0.019675,-0.001550,0.032035,0.003214,26.658060,-4.900184,36.635601,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.543152,0.000000,294.960938,1501240473.995020,
1501240474.202365,1.875655,-1.495755,-1.776518,-0.003364,-0.010600,-0.003932,0.071514,0.997186,0.022503,0.000935,0.036902,0.003498,26.550121,-4.969281,36.704613,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.596863,0.000000,294.960938,1501240474.995019,
1501240475.202199,1.964063,-1.496817,-1.688333,-0.002968,-0.000925,-0.003866,0.068270,0.997265,0.028324,-0.002992,0.034626,0.000256,26.550756,-5.099957,36.686226,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.634644,0.000000,294.960938,1501240475.995020,
1501240476.202016,1.938725,-1.492990,-1.713879,0.018753,0.020253,0.014270,0.072526,0.996975,0.027958,0.005797,0.036122,0.000531,26.528706,-5.197135,36.688538,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.011963,0.000000,294.960938,1501240476.995020,
1501240477.201815,1.822347,-1.493552,-1.828468,-0.001293,0.001215,-0.003764,0.074739,0.997018,0.019208,0.004271,0.034766,0.001422,26.591928,-4.937222,36.678665,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.284058,0.000000,294.960938,1501240477.995021,
1501240478.201650,1.938981,-1.494949,-1.714490,-0.007825,0.008652,-0.006114,0.070697,0.997125,0.027273,0.004468,0.031150,0.002527,26.508629,-5.111445,36.715076,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.433105,0.000000,294.960938,1501240478.995020,
1501240479.201464,2.000621,-1.493625,-1.655985,-0.003759,0.009683,-0.000977,0.070082,0.997024,0.032126,0.001359,0.033936,0.005288,26.386805,-5.274576,36.779705,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.558044,0.000000,294.960938,1501240479.995020,
1501240480.201262,2.039227,-1.488087,-1.622312,0.011254,0.017987,0.006370,0.073716,0.996581,0.037300,-0.004807,0.033371,-0.001884,26.179432,-5.564098,36.885082,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.596741,0.000000,294.960938,1501240480.995020,
1501240481.201096,1.587589,-1.481166,-2.066320,0.058903,-0.050660,0.024181,0.089497,0.995986,0.001503,-0.010014,0.034959,0.000618,26.394218,-4.721685,36.849453,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.639954,0.000000,294.960938,1501240481.995020,
1501240482.200910,1.327739,-1.479425,-2.312041,0.012705,-0.011088,0.003552,0.088562,0.995829,-0.021960,0.006058,0.033896,-0.000089,26.990685,-3.837603,36.518589,,,,,,,
,,,,,,,,,,,,,,,,1.302124,103.799021,22.690674,0.000000,294.960938,1501240482.995020,
1501240483.200717,1.365141,-1.478911,-2.275264,-0.039992,0.059720,0.002113,0.089823,0.995781,-0.018737,-0.008905,0.039146,0.005645,26.971188,-3.980729,36.517670,,,,,,,
,,,,,,,,,,,,,,,,1.302125,103.799022,22.769165,0.220000,171.210938,1501240483.995020,
1501240484.200550,3.102688,-1.119027,-0.133344,0.605303,-0.421910,0.043926,0.016980,0.899676,0.436228,0.029147,-0.190478,0.096228,39.142605,-12.787338,19.523617,,,,,,,
,,,,,,,,,,,,,,,,1.302121,103.799024,22.068604,0.220000,130.078125,1501240484.995021,
1501240485.200375,2.418657,-1.528631,-1.327707,-3.073362,-1.585556,-1.237448,0.027888,0.999111,0.031609,0.216680,0.403339,0.064125,24.251011,-3.492390,37.105213,,,,,,,
,,,,,,,,,,,,,,,,1.302116,103.799035,22.866638,0.790000,129.726562,1501240485.995020,
1501240486.200193,0.726331,-1.362664,-3.046207,0.812954,0.906678,0.877770,0.137231,0.978419,-0.154482,-0.035074,0.133734,0.102114,24.065117,-0.011170,37.389503,,,,,,,
,,,,,,,,,,,,,,,,1.302109,103.799049,22.377991,0.900000,117.421875,1501240486.995020,
1501240487.199979,-0.641536,-1.535430,1.811922,0.873619,1.938291,0.297159,-0.021160,0.999375,-0.028329,0.169658,-0.239868,0.093941,22.690159,-1.188828,38.221046,,,,,,,
,,,,,,,,,,,,,,,,1.302100,103.799062,22.294556,1.270000,121.640625,1501240487.995020,
1501240488.199824,-2.968902,-1.285233,-0.163450,0.147194,0.319973,0.370623,-0.048405,0.959503,0.277508,0.164433,-0.150925,-0.265133,34.202385,-8.663574,27.060017,,,,,,,
,,,,,,,,,,,,,,,,1.302092,103.799073,22.588501,1.270000,143.789062,1501240488.995020,
1501240489.199645,-3.021967,-1.267775,-0.314194,-1.395915,0.417860,-0.431071,-0.035612,0.954439,0.296272,-0.262682,2.790067,0.969917,31.185352,-10.566453,29.881922,,,,,,,
,,,,,,,,,,,,,,,,1.302085,103.799084,22.537842,0.990000,132.187500,1501240489.995019,
1501240490.199473,-2.701052,-1.327858,-0.755205,-0.622737,-2.169690,-1.112264,-0.102580,0.970635,0.217588,-0.001745,-0.131204,-0.625455,0.271016,-11.779198,42.875195,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,21.492981,0.940000,132.187500,1501240490.995020,
1501240491.199289,2.844684,-1.365698,-0.808281,0.346667,-0.450920,0.110650,0.059585,0.979041,0.194752,-0.040450,0.080484,-0.237873,27.823011,-10.851869,32.942711,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.949829,0.000000,132.187500,1501240491.995021,
1501240492.199096,0.982898,-1.512617,-2.710271,0.044757,-0.038072,0.014623,0.048385,0.998308,-0.032249,0.009248,0.033522,-0.010048,26.908924,2.349776,35.833229,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,21.027222,0.000000,132.187500,1501240492.995021,
1501240493.198920,0.644407,-1.498909,-3.016923,0.007587,-0.027182,-0.018273,0.043147,0.997417,-0.057421,-0.006053,0.034992,-0.004179,28.044851,3.289557,34.875446,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.885620,0.000000,132.187500,1501240493.995020,
1501240494.198728,1.441510,-1.564979,-2.253379,-0.038678,0.055097,-0.068075,0.005769,0.999983,-0.000750,-0.016023,0.029283,0.000765,26.762121,2.373543,35.941441,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,21.030762,0.000000,132.187500,1501240494.995020,
1501240495.198539,-1.868547,-1.557287,0.716264,-0.036171,-0.064315,-0.029875,-0.012914,0.999909,0.003963,-0.004709,0.030121,-0.004161,26.639978,-1.242887,35.614792,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.796753,0.000000,132.187500,1501240495.995020,
1501240496.198338,1.044997,-1.506458,-2.585510,-0.044380,0.162152,0.073612,0.055610,0.997931,-0.032270,0.021066,0.030633,0.034116,28.975828,-1.865772,33.713009,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,19.525452,0.000000,132.187500,1501240496.995021,
1501240497.198165,1.459364,-1.469401,-2.224877,0.033799,-0.026908,0.013035,0.100594,0.994864,-0.011256,0.009895,0.032693,-0.008931,26.863108,-3.779034,35.266682,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,19.770996,0.000000,132.187500,1501240497.995021,
1501240498.197989,1.364319,-1.478993,-2.319939,-0.023682,-0.069294,-0.013324,0.089727,0.995789,-0.018795,0.005518,0.030639,-0.007466,26.912640,-3.210678,35.285236,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,19.961975,0.000000,132.187500,1501240498.995021,
1501240499.197826,1.519469,-1.479686,-2.161736,-0.005870,-0.022880,0.010484,0.090865,0.995852,-0.004668,0.002366,0.029309,0.007125,26.998459,-3.736743,35.167690,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.107788,0.000000,132.187500,1501240499.995020,
1501240500.197641,1.476446,-1.478389,-2.201042,0.007878,0.011231,-0.006139,0.091866,0.995733,-0.008693,0.005043,0.035486,-0.002735,27.140030,-3.647891,35.067905,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.175293,0.000000,132.187500,1501240500.995021,
1501240501.197435,1.408587,-1.484634,-2.257997,-0.005307,0.006180,-0.000547,0.084926,0.996290,-0.013898,0.005605,0.033724,-0.000354,27.552048,-3.306858,34.779243,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.248535,0.000000,132.187500,1501240501.995020,
1501240502.197270,1.516892,-1.485272,-2.154650,-0.015706,0.026874,0.017896,0.085296,0.996345,-0.004602,0.002487,0.029046,0.003061,27.376623,-3.609525,34.887508,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,19.856934,0.000000,132.187500,1501240502.995021,
1501240503.197060,1.657882,-1.476594,-2.017740,-0.003924,-0.017715,-0.001007,0.093707,0.995566,0.008181,0.003873,0.034768,-0.001483,27.165339,-4.291561,34.975327,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.046021,0.000000,132.187500,1501240503.995020,
1501240504.196900,1.607949,-1.490078,-2.056297,0.003033,-0.010404,-0.010733,0.080575,0.996744,0.002995,-0.000772,0.033682,0.001293,27.620991,-3.786219,34.675526,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.151306,0.000000,132.187500,1501240504.995020,
1501240505.196710,1.460598,-1.485394,-2.204976,0.007423,-0.027258,0.030675,0.084781,0.996355,-0.009381,0.006146,0.033948,-0.000919,27.556223,-3.454991,34.761532,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.208374,0.000000,132.187500,1501240505.995019,
1501240506.196499,1.374481,-1.464660,-2.296404,0.000035,0.011485,-0.011640,0.103902,0.994373,-0.020664,0.006266,0.033032,-0.000637,27.343573,-3.580640,34.916393,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.269592,0.000000,132.187500,1501240506.995020,
1501240507.196335,1.364721,-1.476042,-2.257663,-0.005340,0.116949,0.011354,0.092611,0.995514,-0.019360,0.006556,0.033676,0.001110,29.052130,-3.490283,33.517731,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.307983,0.000000,132.187500,1501240507.995021,
1501240508.196143,1.525678,-1.477872,-2.163086,-0.024874,0.117043,0.003645,0.092696,0.995686,-0.004185,0.012681,0.032253,-0.003246,26.794540,-3.770383,35.319729,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.349426,0.000000,132.187500,1501240508.995020,
1501240509.195954,1.612540,-1.484008,-2.082614,0.015018,0.027288,0.004501,0.086604,0.996236,0.003617,0.006170,0.037608,0.002074,26.529079,-3.881883,35.507542,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.377319,0.000000,132.187500,1501240509.995021,
1501240510.195767,1.542498,-1.477981,-2.147746,0.006032,-0.016756,-0.007407,0.092645,0.995696,-0.002622,0.001806,0.034593,-0.004503,26.674444,-3.843218,35.402687,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.387207,0.000000,132.187500,1501240510.995021,
1501240511.195573,1.523681,-1.472979,-2.160920,0.005787,-0.006466,0.011493,0.097553,0.995220,-0.004600,0.005489,0.035557,0.007117,26.858917,-3.909518,35.255646,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.416443,0.000000,132.187500,1501240511.995021,
1501240512.195358,1.481813,-1.481678,-2.205097,0.001388,0.024330,-0.002624,0.088649,0.996032,-0.007909,0.004247,0.032441,-0.001368,26.826988,-3.554800,35.317455,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.432007,0.000000,132.187500,1501240512.995020,
1501240513.195166,1.469936,-1.480318,-2.224892,0.003852,-0.026764,0.027018,0.089896,0.995910,-0.009098,-0.004096,0.031053,-0.002407,26.532072,-3.521071,35.542896,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.467773,0.000000,132.187500,1501240513.995021,
1501240514.195012,1.412667,-1.469479,-2.271016,0.014120,-0.057899,-0.001593,0.099882,0.994872,-0.015927,0.002093,0.034105,-0.005038,26.873062,-3.593745,35.278461,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.012817,0.000000,132.187500,1501240514.995021,
1501240515.194794,1.116288,-1.457347,-2.408393,0.005381,-0.238789,-0.001898,0.101713,0.993572,-0.049700,0.009814,0.034947,-0.001600,32.077961,-3.209455,30.665131,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.178162,0.000000,132.187500,1501240515.995020,
1501240516.194618,1.253922,-1.469308,-2.216392,-0.019526,0.088281,-0.010250,0.096270,0.994855,-0.031569,0.001524,0.037631,-0.002290,33.781010,-3.799294,28.706362,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.294250,0.000000,132.187500,1501240516.995021,
1501240517.194438,1.270451,-1.462449,-2.268183,0.002523,0.053035,0.005543,0.103295,0.994136,-0.031992,0.000556,0.036473,-0.000052,31.716640,-3.744334,30.978720,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.338562,0.000000,132.187500,1501240517.995021,
1501240518.194245,1.292191,-1.474250,-2.265055,-0.031778,0.019194,-0.010431,0.092679,0.995343,-0.026510,-0.000913,0.036716,0.002463,31.151714,-3.503777,31.574368,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.420715,0.000000,132.187500,1501240518.995021,
1501240519.194063,1.447234,-1.477955,-2.108956,-0.006486,-0.008627,0.004314,0.092001,0.995693,-0.011426,0.002664,0.035801,-0.004168,31.161190,-3.966313,31.510241,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.467163,0.000000,132.187500,1501240519.995020,
1501240520.193845,1.418388,-1.475149,-2.138187,0.001193,0.005046,-0.001134,0.094395,0.995429,-0.014499,0.007321,0.033944,-0.001034,31.147026,-3.941135,31.527397,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.493591,0.000000,132.187500,1501240520.995020,
1501240521.193684,1.344684,-1.473727,-2.213609,0.010960,-0.004760,0.000905,0.094450,0.995292,-0.021728,0.001833,0.034081,0.000457,31.101101,-3.711271,31.600544,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.506348,0.000000,132.187500,1501240521.995021,
1501240522.193496,1.587004,-1.487578,-1.978515,-0.218747,-0.126041,-0.021213,0.083112,0.996539,0.001347,-0.040036,0.035733,0.041103,30.866055,-4.032094,31.791121,,,,,,,
,,,,,,,,,,,,,,,,1.302081,103.799089,20.158203,0.000000,134.648438,1501240522.995021,
1501240523.193305,3.116487,-1.192667,-0.074887,1.429009,3.233993,-0.068733,0.009268,0.929357,0.369067,-0.058493,-0.261815,-0.324694,43.504173,-11.006189,11.723797,,,,,,,
,,,,,,,,,,,,,,,,1.302096,103.799087,20.028748,0.430000,145.898438,1501240523.995020,
1501240524.193115,-3.110690,-1.243649,-0.279521,0.042524,0.458405,1.813890,-0.009929,0.946963,0.321189,0.132503,-0.009219,0.462533,37.835339,-12.410789,23.783531,,,,,,,
,,,,,,,,,,,,,,,,1.302092,103.799096,19.846924,0.890000,134.648438,1501240524.995021,
1501240525.192925,-3.077934,-1.005202,-0.269194,0.525728,-1.359305,-0.780268,-0.034093,0.844270,0.534832,0.323522,-0.731966,-0.225109,37.167084,-17.736258,21.336117,,,,,,,
,,,,,,,,,,,,,,,,1.302085,103.799107,20.080322,1.240000,119.179688,1501240525.995021,
1501240526.192740,-2.946242,-1.139766,-0.526402,-2.642409,-3.113844,-2.385453,-0.081101,0.908536,0.409860,-0.240310,0.255054,-0.153543,22.412159,-17.962128,36.417770,,,,,,,
,,,,,,,,,,,,,,,,1.302074,103.799112,19.183228,1.240000,161.718750,1501240526.995021,
1501240527.192558,-2.649428,-1.445871,-0.345195,-2.254188,2.605007,0.610828,-0.058878,0.992207,0.109812,0.546274,0.904567,-0.121683,19.966631,-7.711884,41.146782,,,,,,,
,,,,,,,,,,,,,,,,1.302061,103.799117,19.483032,1.290000,164.531250,1501240527.995021,
1501240528.192358,0.758267,-1.390985,2.871618,-0.990443,-0.454985,-0.642668,0.122985,0.983877,-0.129846,-0.269347,0.181925,0.068765,10.289931,0.000356,45.225151,,,,,,,
,,,,,,,,,,,,,,,,1.302051,103.799128,20.120483,1.370000,124.101562,1501240528.995021,
1501240529.192197,2.650601,-1.422989,-0.851131,1.095282,0.340720,-1.072331,0.069438,0.989096,0.129872,-0.176570,0.222696,0.070033,35.335487,-11.957676,27.561100,,,,,,,
,,,,,,,,,,,,,,,,1.302044,103.799140,20.355347,0.910000,164.531250,1501240529.995020,
1501240530.192021,0.978766,-1.491828,-2.704806,-0.020360,0.241624,0.081731,0.065461,0.996884,-0.044022,0.086181,0.030887,0.022874,30.259363,-5.173176,34.767891,,,,,,,
,,,,,,,,,,,,,,,,1.302038,103.799146,20.391479,0.910000,164.531250,1501240530.995021,
1501240531.191844,0.997888,-1.476900,-2.667514,-0.010829,-0.009746,-0.001227,0.078788,0.995595,-0.050824,0.007928,0.027888,0.001279,30.652235,-5.461375,34.377480,,,,,,,
