timestamp(unix),latitude(degree),longitude(degree)
1501240852.999927,1.302231,103.799703
1501240853.999926,1.302231,103.799703
1501240854.999926,1.302231,103.799703
1501240855.999926,1.302231,103.799703
1501240856.999927,1.302231,103.799703
1501240857.999926,1.302254,103.799711
1501240858.999926,1.302265,103.799717
1501240859.999926,1.302274,103.799724
1501240860.999926,1.302285,103.799728
1501240861.999927,1.302297,103.799731
1501240862.999926,1.302303,103.799732
1501240863.999927,1.302306,103.799731
1501240864.999926,1.302306,103.799731
1501240865.999927,1.302306,103.799731
1501240866.999927,1.302306,103.799731
1501240867.999926,1.302306,103.799731
1501240868.999926,1.302306,103.799731
1501240869.999926,1.302306,103.799731
1501240870.999926,1.302306,103.799731
1501240871.999926,1.302306,103.799731
1501240872.999927,1.302306,103.799731
1501240873.999926,1.302306,103.799731
1501240874.999926,1.302306,103.799731
1501240875.999927,1.302306,103.799731
1501240876.999926,1.302306,103.799731
1501240877.999927,1.302306,103.799731
1501240878.999927,1.302306,103.799731
1501240879.999927,1.302306,103.799731
1501240880.999927,1.302306,103.799731
1501240881.999927,1.302306,103.799731
1501240882.999927,1.302306,103.799731
1501240883.999927,1.302306,103.799731
1501240884.999927,1.302306,103.799731
1501240885.999927,1.302306,103.799731
1501240886.999927,1.302306,103.799731
1501240887.999926,1.302306,103.799731
1501240888.999926,1.302306,103.799731
1501240889.999927,1.302306,103.799731
1501240890.999926,1.302306,103.799731
1501240891.999926,1.302306,103.799731
1501240892.999925,1.302306,103.799731
1501240893.999927,1.302306,103.799731
1501240894.999927,1.302306,103.799731
1501240895.999927,1.302306,103.799731
1501240896.999927,1.302306,103.799731
1501240897.999926,1.302306,103.799731
1501240898.999926,1.302306,103.799731
1501240899.999927,1.302309,103.799734
1501240900.999927,1.302321,103.799736
1501240901.999927,1.302333,103.799738
1501240902.999926,1.302345,103.799740
1501240903.999927,1.302358,103.799742
1501240904.999926,1.302372,103.799743
1501240905.999926,1.302382,103.799742
1501240906.999926,1.302382,103.799742
1501240907.999926,1.302382,103.799742
1501240908.999927,1.302382,103.799742
1501240909.999926,1.302382,103.799742
1501240910.999926,1.302382,103.799742
1501240911.999927,1.302382,103.799742
1501240912.999927,1.302382,103.799742
1501240913.999927,1.302382,103.799742
1501240914.999926,1.302382,103.799742
1501240915.999926,1.302382,103.799742
1501240916.999927,1.302382,103.799742
1501240917.999927,1.302382,103.799742
1501240918.999927,1.302382,103.799742
1501240919.999926,1.302382,103.799742
1501240920.999926,1.302382,103.799742
1501240921.999926,1.302382,103.799742
1501240922.999926,1.302382,103.799742
1501240923.999927,1.302382,103.799742
